K*Chen/K*Hertz																							K*Tu/K*Hertz
n = 0            		n = 0.1         		n = 0.2         		n = 0.3         		n = 0.4          		n = 0.5													
dR/h2      	K/KH       	dR/h2   	K/KH     	dR/h2    	K/KH    	dR/h2    	K/KH      	dR/h2     	K/KH     	dR/h2     	K/KH     	dR/h2     	K/KH										
0.486681828	0.422211414	0.484072382	0.414712044	0.478630068	0.400643853	0.468382652	0.375872827	0.449301435	0.333223416	0.411794167	0.258476625	0.487906003	0.217359917
0.501406484	0.417169344	0.498744456	0.409704439	0.49313007	0.395660336	0.482515463	0.370964753	0.46267338	0.328247988	0.423539933	0.253439224	0.502640837	0.209746451
0.516926584	0.41202075	0.514192321	0.404605107	0.508361993	0.390629117	0.497360603	0.365961268	0.4767537	0.323232083	0.43589099	0.248354109	0.518090029	0.203573665
0.53312839	0.406837873	0.530329873	0.399464068	0.52435673	0.38552419	0.512958355	0.360893828	0.491546683	0.318128087	0.448816123	0.243228113	0.534261401	0.193338792
0.550212182	0.401586144	0.547301323	0.394181131	0.541125367	0.380390596	0.529336715	0.355771851	0.506985045	0.313026914	0.462358975	0.238072129	0.551378578	0.187983973
0.568170717	0.396247654	0.564794519	0.389107196	0.558822946	0.375172843	0.54654673	0.350609949	0.523258936	0.307923472	0.47653642	0.232916736	0.569167061	0.183757996
0.587034047	0.390858954	0.583845267	0.383800151	0.577397447	0.369904463	0.564672084	0.345401056	0.540523377	0.302661927	0.491487255	0.227712362	0.587974489	0.174191087
0.606916794	0.385487929	0.603794615	0.378320568	0.596972906	0.36458714	0.583784944	0.340120747	0.558430624	0.297454082	0.507160068	0.222494499	0.607776221	0.166781395
0.628249664	0.379778447	0.624670418	0.372850087	0.617617319	0.359215773	0.603870647	0.334824049	0.577450522	0.292208872	0.523695811	0.217238994	0.628666032	0.154250011
0.649993078	0.374244901	0.646718695	0.367341663	0.639428698	0.353786156	0.62514105	0.329470703	0.597496077	0.286921856	0.541061097	0.211973987	0.650954111	0.152994614
0.673375124	0.368653259	0.670025756	0.361770398	0.662495333	0.3479797	0.647622242	0.324061692	0.618738634	0.281575313	0.559402063	0.206692211	0.673979702	0.150587098
0.698119258	0.362932116	0.694703468	0.356132082	0.685191512	0.34318458	0.671421362	0.318602543	0.641153155	0.276218241	0.578785579	0.201377847	0.698604701	0.139021299
0.724322171	0.3571409	0.720849468	0.350418183	0.712757576	0.337372478	0.696634606	0.313095787	0.665001127	0.270799063	0.599249145	0.196050308	0.724669027	0.132186288
0.752085416	0.351301089	0.748521801	0.344661284	0.740443168	0.331406892	0.723384289	0.30753356	0.690248482	0.265331257	0.620916196	0.1906969	0.752321054	0.125162389
0.781641855	0.345360623	0.777951739	0.338840081	0.769269691	0.325730564	0.751746775	0.301946025	0.716968509	0.259872676	0.643795191	0.185355345	0.78168654	0.11840138
0.812941527	0.339395042	0.809256954	0.332944094	0.800262142	0.319989079	0.781984118	0.296318752	0.74550844	0.254366461	0.668161631	0.179988631	0.812914306	0.111188634
0.846432516	0.333327556	0.842559247	0.327004203	0.833291692	0.314153499	0.814332784	0.290584668	0.775925537	0.248803471	0.694043352	0.174597751	0.846222334	0.105376738
0.882043083	0.32721274	0.878176837	0.320990952	0.868520621	0.308272725	0.848614445	0.284826271	0.808287944	0.243227991	0.721535592	0.169206019	0.881631234	0.099788364
0.920199861	0.321001252	0.916274982	0.314879348	0.906263688	0.302303187	0.885127412	0.279106795	0.842896095	0.237624199	0.750829065	0.163807699	0.919495951	0.092890946
0.960881856	0.31475058	0.956873441	0.308743304	0.946524697	0.296302664	0.924656651	0.273254603	0.87994096	0.231987166	0.782053235	0.158426515	0.960050548	0.087361969
1.004599158	0.308414534	1.00050942	0.302535331	0.989769834	0.290237362	0.966856086	0.26735993	0.919645645	0.226298226	0.815665541	0.152981888	1.003413421	0.080796735
1.051458831	0.302060785	1.047371017	0.296252789	1.036175531	0.284121546	1.012185341	0.261429372	0.961971403	0.220680737	0.851254524	0.147591198	1.050195719	0.074673129
1.102393799	0.295494857	1.097754241	0.289916965	1.086165643	0.277944306	1.060926381	0.255468517	1.008184815	0.214940777	0.889611657	0.142204598	1.100381226	0.069872023
1.156400966	0.288986851	1.152133698	0.283473104	1.140066455	0.271710078	1.113579639	0.249454252	1.057768046	0.209175836	0.930936759	0.136791931	1.154522994	0.064613313
1.21508754	0.282419951	1.210348962	0.277103519	1.198326167	0.265422249	1.170480359	0.243403798	1.111261181	0.203415635	0.975267499	0.131417056	1.212975798	0.059350138
1.278829882	0.275741805	1.274490262	0.270533209	1.261490594	0.259069339	1.232282926	0.237280726	1.169299038	0.197624425	1.023462692	0.125995053	1.276365186	0.054815524
1.347976318	0.268995244	1.343764348	0.263885796	1.330056842	0.252659755	1.29917982	0.231140982	1.23228262	0.191815431	1.074928774	0.12065475	1.344982021	0.050074904
1.423255251	0.262177096	1.418842704	0.257225861	1.404688626	0.246193776	1.372131394	0.224950314	1.300861541	0.185991737	1.131180869	0.115310968	1.419879137	0.045115805
1.505371237	0.255284813	1.500898764	0.250492786	1.486123061	0.239678387	1.451707392	0.218732215	1.375819963	0.180143779	1.192287793	0.109967946	1.50156195	0.041349978
1.595062745	0.248354747	1.590608004	0.243711926	1.575373373	0.233092968	1.539102603	0.212434786	1.457924698	0.174262245	1.258590044	0.104674797	1.590807898	0.037297001
1.693912966	0.241304891	1.689407484	0.236828957	1.673279366	0.226456055	1.634649466	0.206135994	1.547699438	0.168405853	1.331166392	0.099409783	1.688950275	0.03324736
1.802169607	0.234223454	1.797883274	0.229905362	1.781141976	0.219762335	1.740225159	0.199785081	1.646932914	0.162524839	1.410787653	0.094165264	1.79701587	0.029927148
1.92168671	0.227115668	1.91791419	0.222903961	1.900365801	0.213013638	1.8570775	0.193383059	1.75679007	0.156612479	1.498026349	0.0889804	1.916311877	0.0268223
2.055228552	0.219861055	2.050810602	0.215861163	2.032722539	0.206195427	1.986843085	0.186921097	1.87831077	0.150715829	1.594585045	0.083828585	2.048592846	0.023705175
2.203335379	0.21256446	2.199283768	0.208713637	2.179890486	0.199338026	2.13073947	0.180449133	2.013770834	0.144820251	1.701514762	0.078716706	2.195979987	0.020570003
2.368979053	0.205201859	2.364691962	0.201535955	2.344749536	0.192413603	2.291308132	0.173996746	2.165708906	0.138901369	1.819775726	0.073687056	2.361124962	0.01791953
2.554881637	0.197783695	2.550827723	0.194288037	2.530004993	0.185427007	2.473758475	0.167406284	2.336209931	0.132996808	1.951815438	0.068732565	2.546458166	0.015575896
2.764943708	0.190289205	2.761373949	0.186953393	2.739031975	0.178394001	2.678807518	0.160817817	2.529038503	0.127092749	2.10083305	0.063817529	2.755965584	0.013492684
3.003172142	0.182739275	3.000162836	0.179558168	2.976592629	0.171294414	2.912130601	0.154178576	2.748202282	0.121193074	2.268066357	0.058998022	2.993430418	0.011667385
3.275436271	0.175116601	3.272591327	0.172108756	3.24774148	0.164152902	3.178163651	0.147518355	2.99867323	0.115305784	2.457495751	0.054277049	3.264677564	0.009872365
3.588330575	0.167427071	3.585821232	0.164592492	3.560471853	0.156894411	3.483817306	0.140842103	3.286860673	0.109435909	2.67369341	0.04965327	3.576579626	0.008250813
3.950273818	0.159685553	3.948491689	0.157017254	3.918602464	0.149715652	3.838964631	0.13410581	3.621166313	0.103580304	2.921771341	0.04514192	3.937904996	0.006826016
4.373302029	0.151866695	4.3727617	0.149338376	4.342571665	0.142336188	4.253415158	0.127336361	4.01202612	0.097737641	3.208339774	0.040760097	4.359688687	0.005627662
4.87151473	0.143969048	4.869602136	0.141652189	4.838467183	0.134956461	4.740855366	0.120551601	4.471563489	0.091954981	3.543059308	0.036507516	4.85605291	0.004626194
5.461872548	0.136050118	5.462092572	0.133868416	5.428338291	0.127513167	5.321389425	0.113722146	5.022575342	0.086138818	3.935426433	0.03241891	5.445681725	0.003712676
6.173784339	0.128025458	6.173215127	0.126032536	6.136020466	0.120037324	6.018448664	0.106884562	5.679949642	0.080442997	4.402363753	0.028494151	6.155016056	0.002910032
7.036315636	0.119989315	7.038616342	0.118141587	6.999700562	0.112477392	6.870358077	0.099982912	6.489817332	0.074701617	4.963926012	0.024751273	7.018534047	0.00229305
8.103632607	0.111870172	8.110544167	0.110142555	8.065171356	0.104868938	7.920222471	0.093076698	7.483039487	0.069079094	5.648830823	0.021206481	8.083169605	0.001741422
9.44396731	0.103685587	9.449366404	0.102131409	9.402338212	0.097208391	9.23932268	0.08614401	8.739828267	0.063467411	6.49795753	0.017876196	9.421930477	0.001291386
11.15911492	0.095442094	11.16321347	0.094057386	11.11480666	0.089490853	10.93144864	0.079169784	10.35275567	0.057921492	7.566974665	0.014787023	11.13310018	0.000931047
13.40399432	0.087147857	13.41330053	0.085891704	13.36258879	0.081701145	13.14733974	0.072178468	12.48540763	0.052380972	8.953701676	0.011940023	13.37756291	0.000646968
16.43007844	0.078782251	16.4412214	0.077671227	16.3954429	0.073827062	16.13415506	0.065163358	15.34280759	0.046971875	10.78822775	0.009371213	16.39609225	0.000433089
20.64544568	0.070358497	20.661881	0.06938258	20.58962085	0.065982231	20.31058351	0.058098701	19.36364629	0.041578662	13.30634024	0.007092164	20.60438143	0.000267843
26.76935061	0.061888647	26.79925744	0.061032339	26.72163907	0.058019363	26.38710566	0.051017809	25.2328883	0.03625706	16.90827559	0.005121082	26.72360936	0.000156797
36.19125293	0.053349976	36.22677534	0.052627863	36.13553473	0.050021817	35.73824389	0.043911582	34.30091437	0.030997812	22.36205377	0.003471992	36.11981794	8.10E-05
